의약품코드,제품명,제조사,효능,복용법,주의사항,보관법,
197600614,갈타제산(베타-갈락토시다제(아스퍼길루스)),현대약품(주),이 약은 1차성 유당불내증과 2차성 유당불내증(단일증후성 설사/ 급성소화불량증/ 감기성설사/ 백색변성 설사/ 만성설사/ 미숙아·신생아의 설사/ 경관영양식/ 경구유동식등의 섭취시 유당불내에 의한 설사)에 의한 소화불량의 개선에 사용합니다.,유아의 유당불내에 의한 소화불량에는 베타갈락토시다제로서 1회 1/250~2/500 ONPG 단위를 수유시 함께 복용합니다.모유영양의 경우에는 소량의 물에 녹여 수유도중에 복용하고/ 인공영양의 경우에는 분유에 타서 복용합니다.이 때 조유온도는 50℃를 넘지 않도록 주의합니다.경관영양식/ 경구유동식 등의 섭취시 유당불내에 의한 설사에는 섭취유당량 10 g에 대하여 5/000 ONPG단위를 식사와 함께 복용합니다.연령과 증상에 따라 적절히 증감할 수 있습니다.,두드러기/ 기관지 천식/ 다른 약물에 대한 과민증/ 음식물 알레르기 등이 나타나는 환자는?의사 또는 약사와 상의하십시오.변 상태의 개선/ 배변 횟수의 감소가 나타나지 않을 경우에는 복용을 중지하고?의사 또는 약사와 상의하십시오.,습기를 피해 서늘한 곳에 보관하십시오.,
200702008,감마린디액,태극제약(주),이 약은 머릿니/ 사면발이/ 몸이의 감염증치료에 사용합니다.,반드시 건조 모발에 사용하십시오.완전히 도포가 된 후 10분간 방치한 후 따뜻한 물을 이용하여 충분히 거품을 내어준 후 깨끗이 행굽니다.10분 이상은 사용하지 마십시오.약물을 사용 후 모발에 남아있는 죽은 머리이나 석캐는 반드시 석캐제거용 빗(참빗)을 이용하여 제거합니다.모발 길이에 따른 사용량은 허가사항을 참고하십시오.한번 사용 후 완치가 되지 않았을 경우 10일 후에 다시 사용하십시오.,이 약이 눈에 들어가지 않도록 주의합니다.어린이에게 투여할 경우 보호자의 지도 감독하에 투여하십시오.노출된 상처/ 절단/ 아픈 곳이 있는 경우 의사 또는 약사와 상담하십시오.눈/ 코/ 입/ 질 및 다른 점막에 닿지 않도록 주의하여 사용하고 실수로 눈에 들어갔을 경우에는 즉시 충분한 물로 완전히 씻어 냅니다.이 약은 외용으로만 사용하십시오.,습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
201500053,감마마그빅연질캡슐,알파제약(주),이 약은 육체피로/ 임신ㆍ수유기/ 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력 저하 시/ 노년기의 비타민 E/ B1/ B6의 보급과 말초혈행장애 및 갱년기시 어깨ㆍ목결림/ 수족저림ㆍ수족냉증(손발이 차가움) 증상의 완화/ 신경통/ 근육통/ 관절통(요통/ 견통 등)/ 구각염/ 구순염/ 구내염/ 설염/ 습진/ 피부염 증상의 완화/ 각기/ 눈의 피로와 마그네슘결핍으로 인한 근육경련에 사용합니다.,만 12세 이상 및 성인 1회 1캡슐씩/ 1일 2회 복용합니다.,이 약 또는 대두유/ 콩/ 땅콩에 과민증 환자/?만 12개월 미만의 젖먹이/ 심한 증상의 신부전 환자는 이 약을 복용하지 마십시오.이 약을 복용하기 전에?임부 또는?임신하고 있을 가능성이 있는 여성 및?수유부/ 미숙아/ 유아/?심장ㆍ순환기계기능 장애/?신장장애/ 저단백혈증/?지방과부하로 특별한 위험이 예상되는 환자/?혈전성 소인이 있는 환자는?의사 또는 약사와 상의하십시오.정해진 용법과 용량을 잘 지키십시오.,습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
200004479,감바로과립,한솔신약(주),이 약은 감기의 여러 증상(콧물/ 코막힘/ 재채기/ 인후(목구멍)통/ 기침/ 가래/ 오한(춥고 떨리는 증상)/ 발열/ 두통/ 관절통/ 근육통)의 완화에 사용합니다.,15세 이상의 성인은 1회 1포/ 11세 이상~15세 미만은 1회 2/3포/ 7세 이상~11세 미만은 1회 1/2포/ 3세 이상~7세 미만은 1회 1/3포/ 2세 이상~3세 미만은 1회 1/4포 씩 1일 3회 식후 30분에 복용합니다.,이 약에 과민증 환자/ 이 약 및 이 약의 구성성분/ 다른 해열진통제/ 감기약 복용 시 천식을 일으킨 적이 있는 사람/ 만 3개월 미만의 영아/?MAO억제제(항우울제/ 항정신병제/ 감정조절제/ 항파킨슨제 등)을?복용하고 있거나 복용을 중단한 후 2주 이내의 사람은 이 약을 복용하지 마십시오.이 약을 복용하기 전에 수두 또는 인플루엔자에 감염되어 있거나 또는 의심되는 영아 및 만 15세 미만의 어린이/ 만 2세 미만 영유아/ 두드러기?접촉성피부염?기관지천식?알레르기성비염?편두통?음식물 알레르기 등을 일으키기 쉬운 체질을 갖고 있는 사람/ 약에 의한 알레르기 증상이 나타난 적이 있는 환자/ 간장질환/ 신장질환/ 심장질환/ 갑상선질환/ 당뇨병/ 고혈압/ 부종/ 위십이지장궤양/ 녹내장/ 배뇨곤란 등이 있는 사람/ 고령자/ 몸이 약한 사람 또는 고열이 있는 사람/ 속쓰림/ 위부불쾌감/ 위통과 같은 위장문제가 지속 혹은 재발되거나 궤양/ 출혈문제를 가지고 있는 사람/ 구토와 설사로 많은 수분을 손실하거나 수분을 흡수하지 않는 사람/ 임부 또는 임신하고 있을 가능성이 있는 여성/ 수유부/ 흡연/ 천식/ 만성 기관지염/ 폐기종/ 과도한 가래가 동반되는 기침/ 1주 이상 지속 또는 재발되는 기침/ 만성 기침/ 발열·발진이나 지속적인 두통이 동반되는 기침이 있는 사람은 의사 또는 약사와 상의하십시오.정해진 용법과 용량을 잘 지키십시오.장기간 계속하여 복용하지 마십시오.어린이에게 투여할 경우 보호자의 지도 감독하에 투여하십시오.복용 후 졸음이 나타날 수 있으므로 운전 및 기계조작 시 주의하십시오.5~6회 복용하여도 증상의 개선이 없을 경우 복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.,습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
200801645,개비스콘더블액션현탁액,(유)옥시레킷벤키저,이 약은 산 역류/ 속쓰림/ 위 내용물의 역류로 인한 소화불량(예를 들어 식사 후/ 임신 중/ 역류성 식도염과 동반하는 경우)개선에 사용합니다.,성인 및 12세 이상의 소아는 1회 10~20 mL을 1일 4회(식후 및 취침전) 복용합니다.,이 약에 과민증 환자는?이 약을 복용하지 마십시오.이 약을 복용하기 전에 울혈심부전/ 신장애/ 고칼슘혈증/ 신석회침착증과 재발성 칼슘함유 신결석 환자/?12세 미만의 어린이는 의사 또는 약사와 상의하십시오.,빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
200606295,개비스콘페퍼민트현탁액,(유)옥시레킷벤키저,이 약은 산 역류/ 속쓰림/ 위 내용물의 역류로 인한 소화불량 (예를 들어 식사 후/ 임신 중/ 역류성 식도염과 동반하는 경우의)에 사용합니다.,성인은 1회 1~2포 (10~20 mL)을 1일 4회(식후 및 취침전) 복용합니다.,이 약에 과민증 환자는 이 약을 복용하지 마십시오.이 약을 복용하기 전에?울혈심부전/ 신장애/ 고칼슘혈증/ 신석회침착증과 재발성 칼슘함유 신결석 환자/ 12세 미만의 어린이는 의사 또는 약사와 상의하십시오.복용 7일 후에도 증상이 개선되지 않을 경우 복용을 중지하고?의사 또는 약사와 상의하십시오.,실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
201700245,건아이점안액(폴리소르베이트80)(1회용),유니메드제약(주),이 약은 눈의 건조증상의 완화/ 자극의 일시적 경감에 사용합니다.,필요시 1~2방울 점안(눈에넣음)합니다. 증상에 따라 적절히 증감합니다.점안 후 남은 액과 용기는 바로 버리십시오.,점안(눈에넣음)용으로만 사용하십시오.점안(눈에넣음)시 용기의 입구가 직접 눈에 닿지 않도록 주의하십시오.오염을 방지하기 위해 될 수 있는 한 공동으로 사용하지 마십시오.액의 색이 변했거나 혼탁(어지러움/ 흐림)된 것은 사용하지 마십시오.뚜껑의 안전포장이 파손되어 있는 경우에는 사용하지 마십시오.,습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.개봉한 후에는 1회만 즉시 사용하고/ 남은 액과 용기는 바로 버리십시오.,
197000208,건위황정,(주)넥스팜코리아,이 약은 위산과다/ 속쓰림/ 위부불쾌감/ 위부팽만감/ 체함/ 구역/ 구토/ 위통/ 신트림/ 식욕감퇴(식욕부진)/ 소화불량/ 과식에 사용합니다.,성인 1회 5정/ 1일 3회 식간 및 취침시 복용합니다.복용간격은 4시간 이상으로 합니다.,이 약을 복용하기 전에 신장장애 환자는 의사 또는 약사와 상의하십시오.정해진 용법과 용량을 잘 지키십시오.,습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
199501099,게루삼엠정(건조수산화알루미늄겔),삼남제약(주),이 약은 위.십이지장궤양/ 위염/ 위산과다의 제산작용 및 증상의 개선에 사용합니다.,성인은?1회 1~2정(300~600 mg)/ 1일 3회 식간에 복용합니다.연령/ 증상에 따라 적절히 증감합니다.,투석요법을 받고 있는 환자는 이 약을 복용하지 마십시오.이 약을 복용하기 전에?인산염 결핍/?신장애?환자/ 신장병 경험자는 의사 또는 약사와 상의하십시오.장기연용을 하지 마십시오.,실온에서 보관하십시오.,
196400046,게루삼정,삼남제약(주),이 약은 위산과다/ 속쓰림/ 위부불쾌감/ 위부팽만감/ 체함/ 구역/ 구토/ 위통/ 신트림에 사용합니다.,만 15세 이상 및 성인은 1회 2정/ 만 8세 이상 15세 미만은 1회 1정/ 1일 3회 식간(식사때와 식사때 사이) 및 취침시 복용합니다.복용간격은 4시간 이상으로 합니다.,투석요법을 받고 있는 환자/ 만 7세 이하의 어린이는 이 약을 복용하지 마십시오.이 약을 복용하기 전에 신장장애 환자/ 나트륨 제한 식이를 하는 사람은?의사 또는 약사와 상의하십시오.정해진 용법과 용량을 잘 지키십시오.어린이에게 투여할 경우 보호자의 지도 감독하에 투여하십시오.,습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
200500548,게므론골드정,(주)대웅제약,이 약은 육체피로/ 수유기/ 병중ㆍ병후의 체력 저하 시/ 발육기/ 노년기의 비타민의 보급과 눈의 건조감의 완화/ 야맹증(밤에 잘 못 보는 증상)/ 뼈/ 이의 발육불량/ 구루병의 예방과 아연의 보급에 사용합니다.,성인은 1회 2정씩/ 1일 1회 또는 1회 1정씩/ 1일 2회 복용합니다.,이 약에 과민증 환자/ 고칼슘혈증(혈액중에 칼슘이 과잉으로 존재하는 상태)환자/ 유육종증(원인을 알 수 없는 전신 염증질환)/ 신장질환/ 만 3개월 미만의 영아/ 고칼륨혈증/ 윌슨병/ 혈색소증(철대사 이상으로 철이 간장/ 췌장(이자)에 침착하는 질환)/ 헤모시데린침착증/ 비철결핍성 빈혈/ 신장결석/ 심한 증상의 신부전 환자는 이 약을 복용하지 마십시오.이 약을 복용하기 전에 만 1세 미만의 유아/ 햇빛을 많이 보고 정상적인 식사를 하는 어린이/ 고옥살산뇨증 환자(요중에 과량의 수산염이 배설되는 상태)/ 임부 또는 임신하고 있을 가능성이 있는 여성/ 수유부/ 미숙아/ 유아/ 소화성궤양/ 만성궤양성대장염/ 국한성대장염 등의 위장질환/ 심장ㆍ순환기계기능장애/ 신장장애/ 저단백혈증/ 담낭(쓸개)관련질환/ 간질환/ 급성 만성 기관지염/ 폐부종/ 알칼리증/?폴산이 부족한 환자/ 혈전성 소인이 있는 환자/ 황색5호 과민증 환자는 의사 또는 약사와 상의하십시오.정해진 용법과 용량을 잘 지키십시오.어린이에게 투여할 경우 보호자의 지도 감독하에 투여하십시오.각종 요검사 시에 혈당의 검출을 방해할 수 있으며/ 요를 황색으로 변하게 하여 임상검사치에 영향을 줄 수 있습니다.,습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
200500557,게므론코큐텐정,(주)대웅제약,이 약은 육체피로/ 임신ㆍ수유기/ 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력 저하 시/ 발육기/ 노년기의 비타민 A/ B1/ B2/ B6/ C/ D/ E/의 보급과 눈의 건조감의 완화/ 야맹증(밤에 잘 못 보는 증상)/ 뼈/ 이의 발육불량/ 구루병의 예방과?신경통/ 근육통/ 관절통(요통/ 어깨결림 등) 증상의 완화/ 각기/ 눈의 피로와 아연의 보급에 사용합니다.,성인은 1회 2정씩/ 1일 1회 또는 1회 1정씩/ 1일 2회 복용합니다.,이 약에 과민증 환자/ 고칼슘혈증(혈액중에 칼슘이 과잉으로 존재하는 상태)환자/ 유육종증(원인을 알 수 없는 전신 염증질환)/ 신장질환/ 만 12개월 미만의 젖먹이/ 고칼륨혈증/ 윌슨병/ 혈색소증(철대사 이상으로 철이 간장/ 췌장(이자)에 침착하는 질환)/ 헤모시데린침착증/ 비철결핍성 빈혈/ 신장결석/ 심한 증상의 신부전 환자는 이 약을 복용하지 마십시오.이 약을 복용하기 전에 고옥살산뇨증 환자(요중에 과량의 수산염이 배설되는 상태)/ 임부 또는 임신하고 있을 가능성이 있는 여성/ 수유부/ 미숙아/ 유아/ 소화성궤양/ 만성궤양성대장염/ 국한성대장염 등의 위장질환/ 심장ㆍ순환기계기능장애/ 신장장애/ 저단백혈증/ 담낭(쓸개)관련질환/ 간질환/ 급성?만성 기관지염/ 폐부종/ 알칼리증/ 통풍 또는 신장결석 경험자/ 폴산이 부족한 환자/ 혈전성 소인이 있는 환자/ 황색5호 과민증 환자는 의사 또는 약사와 상의하십시오.정해진 용법과 용량을 잘 지키십시오.각종 요검사 시에 혈당의 검출을 방해할 수 있으며/ 요를 황색으로 변하게 하여 임상검사치에 영향을 줄 수 있습니다.,습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
