"기관ID","주소","비고","간이약도","기관명","대표전화1","진료시간(월요일)C","진료시간(화요일)C","진료시간(수요일)C","진료시간(목요일)C","진료시간(금요일)C","진료시간(토요일)C","진료시간(일요일)C","진료시간(공휴일)C","진료시간(월요일)S","진료시간(화요일)S","진료시간(수요일)S","진료시간(목요일)S","진료시간(금요일)S","진료시간(토요일)S","진료시간(일요일)S","진료시간(공휴일)S","우편번호1","우편번호2","병원경도","병원위도","작업일시"
"C1108439","서울특별시 강남구 도산대로 111 S-TOWER 지하1층 (신사동)","2014.07 개업","서초역3번출구200m전방","에스약국","070-7764-3855","1900","1900","1900","1900","1900","1700","1300","1500","0900","0900","0900","0900","0900","0900","0900","0900","060","35","127.02069103447019","37.51696119400697","2021-05-20 17:21:52.0"
"C1107277","서울특별시 송파구 양재대로 1222 올림픽프라자 23-123호 (방이동)","대표번호1 지역번호 추가20170118150453","도봉구 방학역 1번출구앞 도로 건너편","3층메디칼약국","02-401-7657","2000","2000","2000","2000","2000","1800","1800","1800","0830","0830","0830","0830","0830","0830","1000","1000","056","48","127.13106214419998","37.5157261957","2021-08-20 17:21:44.0"
"C1100983","서울특별시 강남구 도산대로 204 1층 (논현동 동진빌딩)","대표번호1 지역번호 추가20170118150453","강남을지병원 옆","에이엔씨약국","02-544-8459","2200","2200","2200","2200","2200","2200","2000","2000","0830","0830","0830","0830","0830","0830","1000","1000","060","47","127.0288453575","37.5195039174","2021-07-20 17:21:52.0"
"C1101190","서울특별시 서초구 방배로 88 1층(방배동)","2014.07 개업","방배역4번출구","영보서초프라자약국","02-3463-7777","2200","2200","2200","2200","2200","1800","1430","1430","0900","0900","0900","0900","0900","0900","0900","0900","066","65","126.9973905055","37.4823535282","2021-01-20 17:20:07.0"
"C1104787","서울특별시 중랑구 망우로 353 C동 309호 (상봉동 상봉 프레미어스 엠코)","대표번호1 지역번호 추가20170118150453","현대엠코 이노시티","3층엠코약국","02-434-7707","2100","2100","2100","2100","2100","1800","1200","1800","0900","0900","0900","0900","0900","0900","0900","0900","020","87","127.0916233517","37.5983343514","2021-08-20 17:21:44.0"
"C1102165","서울특별시 양천구 월정로 50 209호 (신월동 청솔아파트)","청도빌딩 1층","청솔아파트상가2층207호","2층소망약국","02-2608-8096","1830","1830","1830","1830","1830","1300","1900","1800","0900","0900","0900","0900","0900","0900","1000","0900","079","36","126.84222183198969","37.52423862852762","2021-08-20 17:21:44.0"
"C1107093","서울특별시 마포구 월드컵북로 230 305호 (중동 현대상가)","대표번호1 지역번호 추가20170118150453","현대엠코 이노시티","3층온누리약국","02-306-4743","1830","1830","1830","1830","1830","1400","1200","1800","0830","0830","0830","0830","0830","0830","0900","0900","039","41","126.90383008038549","37.57015091871719","2021-08-20 17:21:44.0"
"C1108564","서울특별시 강동구 고덕로 353 고덕그라시움아파트(상가1동) 204205호 (고덕동)","대표번호1 지역번호 추가20170118150453","문래역3번출구도보5분","원약국","02-428-7177","1900","1900","1900","1900","1900","1400","2000","2000","0900","0900","0900","0900","0900","0900","1000","1000","052","24","127.16468469235708","37.55723459898463","2021-01-20 17:20:07.0"
"C1101128","서울특별시 도봉구 도당로13길 49 (방학동)","대표번호1 지역번호 추가20170118150453","방학중학교입구","원약국","02-3493-0012","2100","2100","2100","2100","2100","2100","2000","2000","0900","0900","0900","0900","0900","0900","1000","1000","013","58","127.0340796188917","37.666537185716834","2021-01-20 17:20:07.0"
"C1103619","서울특별시 강서구 강서로 318 (내발산동)","대표번호1 지역번호 추가20170118150453","1층","우리팜약국","02-2662-1278","2000","2000","2000","2000","2000","1500","2200","2200","0900","0900","0900","0900","0900","0900","1000","1000","076","80","126.8371512055","37.5540295973","2021-07-20 17:21:54.0"
"C1101050","서울특별시 강남구 선릉로 402  (대치동)","대표번호1 지역번호 추가20170118150453","선릉역","우주약국","02-553-6885","1600","1600","1600","1600","1600","1830","2200","1500","0900","0900","0900","0900","0900","0900","0900","1000","061","98","127.05100848443978","37.5007987803091","2021-06-20 17:21:53.0"
"C1108226","서울특별시 용산구 한강대로 69 상가동 2층 222-2호 (한강로2가 용산푸르지오써밋)","청도빌딩 1층","청솔아파트상가2층207호","2층써밋약국","02-797-8920","1900","1900","1900","1900","1900","1400","1900","1800","0900","0900","0900","0900","0900","0900","1000","0900","043","78","126.964893365","37.5270418114","2021-08-20 17:21:44.0"
"C1108799","서울특별시 동작구 현충로 75 원불교100년기념관 (흑석동)","청도빌딩 1층","청솔아파트상가2층207호","2층은약국","02-6484-8248","1900","2100","1900","2100","2030","1500","1900","1800","0915","0915","0915","0915","0915","0915","1000","0900","069","04","126.963859317475","37.5097590855867","2021-08-20 17:21:44.0"
"C1108748","서울특별시 강서구 양천로 559 가양이마트 2층 (가양동)","청도빌딩 1층","청솔아파트상가2층207호","2층즐거운약국","02-3664-0420","2100","2100","2100","2100","2100","2100","2100","2100","1000","1000","1000","1000","1000","1000","1000","1000","075","32","126.861817646457","37.558194814626","2021-08-20 17:21:44.0"
"C1100566","서울특별시 은평구 백련산로 91 (응암동)","대표번호1 지역번호 추가20170118150453","용산고등학교에서힐튼호텔방향50m","은평메디칼약국","02-359-4549","1800","1800","1800","1800","1800","1400","1300","1300","0900","0900","0900","0900","0900","0900","0900","0900","034","66","126.92294375825298","37.593825385788484","2021-03-20 17:21:53.0"
"C1107998","서울특별시 성동구 왕십리로 410 K동 106호 (하왕십리동 센트라스)","","당산역6번출구에서직진일산방향버스정류장앞/9호선8번출구앞","153온누리약국","02-2291-9153","1500","1500","1500","1500","1500","1830","","","0900","0900","0900","0900","0900","0830","","","047","01","127.02624836755226","37.56532756147758","2021-08-20 17:21:44.0"
"C1108673","서울특별시 노원구 동일로 1645 에이동 1층 (상계동)","2013.12 개업","동화프라자빌딩408호","이화봄봄약국","02-932-3400","2000","2000","2000","2000","2000","1700","2100","1800","0900","0900","0900","0900","0900","0900","1300","0900","016","08","127.055023769169","37.6753641032854","2021-01-20 17:20:08.0"
"C1102116","서울특별시 구로구 구로동로 132 (구로동)","","구로4동우체국옆","1번약국","02-851-1155","1930","1930","1930","1930","1930","1800","","","0830","0830","0830","0830","0830","0900","","","083","11","126.88420201358698","37.49042028999001","2021-08-20 17:21:44.0"
"C1104298","서울특별시 동대문구 사가정로 148 205호 (전농동 sk아파트스포츠상가)","대표번호1 지역번호 추가20170118150453","SK아파트SK스포츠상가205호","은혜약국","02-2245-2416","1300","1300","1300","1300","1300","1500","1900","2100","0900","0900","0900","0900","0900","0900","1200","1400","025","32","127.06036462602712","37.57576999984543","2021-07-20 17:21:54.0"
"C1100796","서울특별시 강동구 올림픽로 787 109호 (암사동태성프라자)","2014.06 개업","전농하우스토리3층313-1호","이레약국","02-429-7197","1730","1730","1730","1730","1730","1700","1900","2100","0830","0830","0830","0830","0830","0900","1200","1400","052","41","127.12772529475786","37.55154641902337","2021-03-20 17:21:53.0"
"C1104416","서울특별시 관악구 남부순환로 1832 1층","","당산역6번출구에서직진일산방향버스정류장앞/9호선8번출구앞","1번약국","02-872-7583","2100","2100","2100","2100","2100","1730","","","0900","0900","0900","0900","0900","0900","","","087","88","126.9534959421","37.480704569","2021-08-20 17:21:44.0"
"C1108081","서울특별시 양천구 국회대로 252 (신정동)","2014.06 개업","경찰병원 4번출구 가락시장 5번출구","이안약국","02-2699-7518","1800","1800","1800","1800","1800","1300","1900","1300","1000","0900","0900","0900","0900","0900","0830","0900","079","37","126.8630538412","37.5292669865","2021-08-20 17:21:56.0"
"C1100724","서울특별시 영등포구 신길로 28","2013.12 개업","태양의집건너편KT4층","이화약국","02-836-3011","1830","1830","1830","1830","1830","1300","2100","2000","0800","0800","0800","0800","0800","0900","1300","0900","074","37","126.9089397036955","37.49507704708282","2021-08-20 17:21:56.0"
"C1103579","서울특별시 송파구 올림픽로35길 124  (신천동)","대표번호1 지역번호 추가20170118150453","장미B상가 315호","3층하나약국","02-412-3358","1900","1900","1900","1900","1900","1500","1200","1800","0830","0830","0830","0830","0830","0900","0900","0900","055","04","127.10180539201366","37.51784436682761","2021-08-20 17:21:44.0"
"C1103983","서울특별시 서초구 반포대로 287","대표번호1 지역번호 추가20170118150453","장미B상가 315호","3층한사랑약국","02-592-5775","1900","1900","1900","1900","1900","1600","1200","1800","0900","0900","0900","0900","0900","0900","0900","0900","065","47","127.00087922331","37.50454857673568","2021-08-20 17:21:44.0"
"C1108832","서울특별시 구로구 개봉로 57-1 1층 (개봉동)","대표번호1 지역번호 추가20170118150453","서울영등포구신길7동2317","정약국","02-2681-9577","1900","1900","1900","1900","1900","1400","2030","2030","0900","0900","0900","0900","0900","0900","0830","0830","083","47","126.855759594087","37.4908597717871","2021-07-20 17:21:55.0"
"C1107987","서울특별시 강서구 마곡중앙1로 72 307호 (마곡동 마곡엠밸리10단지)","운영시간은 때에 따라 18:30~ 19:30 사이에서 끝남","용산역 이마트 내 고객만족센터옆","종로혜민약국","02-2694-0101","1830","1830","1830","1830","1830","1300","2330","2300","0900","0900","0900","0900","0900","0900","1000","1000","076","29","126.81993724199498","37.55899972439072","2021-01-20 17:20:08.0"
"C1100111","서울특별시 강북구 도봉로 317","심평원 미검색 및 전화연결 불가하여 폐업처리 200102","관악드림타운2단지분산상가내(104호)","조은약국","02-994-7808","2100","2100","2100","2100","2100","1700","1600","2200","0900","0900","0900","0900","0900","0900","0900","1000","010","73","127.02393151012129","37.6368259054644","2021-07-20 17:21:55.0"
"C1108656","서울특별시 강동구 천호대로 1006 브라운스톤천호 105호 (성내동)","","구로4동우체국옆","1층천호약국","02-478-1178","1930","1930","1930","1930","1930","1530","1600","1330","1000","1000","1000","1000","1000","1000","1000","0900","053","78","127.123788971242","37.5380513979559","2021-08-20 17:21:44.0"
"C1104321","서울특별시 강서구 화곡로 328 (화곡동)","휴업: 2017.11.16~2018.11.16","화곡6동강서구1117-19","진약국","02-2690-5574","1800","1800","1800","1800","1800","1300","2100","2000","0900","0900","0900","0900","0900","0900","0900","0900","076","58","126.850927777777784","37.552930555555555","2021-01-20 17:20:09.0"
"C1104734","서울특별시 광진구 강변역로 50","2014.05 개업","동서울터미널빌딩","중부고속약국","02-444-3672","2100","2100","2100","2100","2100","1600","1800","2100","0700","0700","0700","0700","0700","0900","0900","0700","051","16","127.09418371115775","37.534538240137095","2021-03-20 17:21:54.0"
"C1103697","서울특별시 서초구 방배로 27","2014.05 개업","방배동경남아파트상가","주앙약국","02-584-3398","2100","2100","2100","2100","2100","1700","2250","2000","0900","0900","0900","0900","0900","0900","1000","1000","067","03","126.99943685482236","37.47818529431284","2021-08-20 17:21:57.0"
"C1103627","서울특별시 강서구 초록마을로 37 (화곡동)","2014.07 개업","화곡초등학교정문에서80미터","참사랑약국","02-2696-4111","2000","2000","2000","2000","2000","1400","2100","2100","0900","0900","0900","0900","0900","0900","1200","1000","076","77","126.84699403986204","37.54279920439946","2021-03-20 17:21:54.0"
"C1108260","서울특별시 노원구 동일로 986 102동 1층 131-A호 (공릉동 노원 프레미어스 엠코)","2014.07 개업","주공아파트 1단지상가 207호","참빛약국","02-972-2288","2300","2300","2300","2300","2300","2300","2100","2300","0800","0800","0800","0800","0800","0800","1200","0800","018","49","127.07637956624775","37.61861025256613","2021-05-20 17:21:55.0"
"C1106981","서울특별시 성동구 왕십리로 315","휴업: 2017.11.16~2018.11.16","군자교근방","진약국","02-2294-2828","2000","2000","2000","2000","2000","1600","2000","2000","0830","0830","0830","0830","0830","0830","0900","0900","047","15","127.0342355468","37.5617197281","2021-08-20 17:21:57.0"
"C1104163","서울특별시 도봉구 해등로 190  (쌍문동 신원주상복합2차아파트)","2013.08 폐업후 개업/2014.03 폐업 후 개업","미림여고입구사거리국민은행옆","참약국","02-990-8677","1830","1830","1830","1830","1830","1300","2300","2300","0900","0900","0900","0900","0900","0900","1030","1030","013","94","127.03578755494851","37.65825187488254","2021-07-20 17:21:56.0"
"C1100367","서울특별시 은평구 응암로 323 (응암동)","2014.07 개업","응암서부병원 맞은편","참사랑약국","02-356-7676","2000","2000","2000","2000","2000","1700","2100","2100","0830","0830","0830","0830","0830","0830","1200","1200","034","54","126.92185459","37.6001892737","2021-08-20 17:21:57.0"
"C1104164","서울특별시 마포구 월드컵북로 230 201호 (중동 현대상가)","청도빌딩 1층","현대상가 201호","2층하늘약국","02-303-4290","1830","1830","1830","1830","1830","1400","2100","2100","0900","0900","0900","0900","0900","0900","1000","1000","039","41","126.90383356849008","37.570140470944516","2021-08-20 17:21:44.0"
